sid,uid,pid,code_size,run_time,run_memory,when,score
352891,2798,569,1682,1,1892,2024-06-06 10:58:46.284663,80
352892,2550,575,1507,1164,130796,2024-06-06 11:03:37.501074,0
352893,2468,569,1685,0,1720,2024-06-06 11:03:45.314184,100
352894,2468,573,1018,0,1780,2024-06-06 11:05:26.803066,100
352895,2468,573,948,0,0,2024-06-06 11:05:56.306722,0
352896,2468,573,948,0,0,2024-06-06 11:06:00.684877,0
352897,2468,573,948,0,0,2024-06-06 11:06:03.628037,0
358261,1544,628,3155,1,1716,2024-06-11 11:32:26.45834,40
362087,1168,576,3004,0,1820,2024-06-12 20:43:40.875299,100
352898,2468,573,779,0,1788,2024-06-06 11:06:09.824495,16
352899,2468,573,739,0,0,2024-06-06 11:06:19.007147,0
358262,2345,564,1092,0,1636,2024-06-11 11:33:24.583146,0
360831,2629,569,2466,0,1668,2024-06-12 16:34:02.358364,0
360832,2503,564,1286,0,1632,2024-06-12 16:34:04.720566,80
362088,2320,576,1643,0,1672,2024-06-12 20:43:41.084687,100
352900,2468,573,1019,0,1804,2024-06-06 11:06:32.282789,100
358263,2731,576,1879,0,0,2024-06-11 11:34:33.985063,0
358265,2322,628,1588,0,1824,2024-06-11 11:35:18.413862,100
358266,2731,576,1877,7,1860,2024-06-11 11:35:19.467119,20
358267,2369,629,1502,0,1824,2024-06-11 11:35:33.745297,100
358268,1544,629,2909,0,0,2024-06-11 11:36:37.724846,0
358269,2390,566,1739,0,1636,2024-06-11 11:37:48.687428,100
352901,1704,631,1973,2,1824,2024-06-06 11:08:54.457321,69
352902,2426,566,1714,0,1792,2024-06-06 11:09:33.632232,100
352903,2597,573,1790,0,1688,2024-06-06 11:19:59.621436,0
352904,2189,564,1264,295,130860,2024-06-06 11:20:44.162208,40
352905,2597,573,1798,0,1696,2024-06-06 11:24:08.357377,100
352906,1704,631,2173,3,1732,2024-06-06 11:24:32.355881,100
352909,2798,569,1627,1,1892,2024-06-06 11:25:16.041462,80
352907,2189,564,1291,0,0,2024-06-06 11:24:46.539762,0
352910,2189,564,1310,134,130856,2024-06-06 11:25:22.890382,80
358264,1544,628,2959,0,1756,2024-06-11 11:34:48.127715,20
358270,1164,573,1977,0,1752,2024-06-11 11:38:04.47028,50
360833,2222,570,1060,0,0,2024-06-12 16:34:08.255518,0
360834,2470,569,1031,0,1688,2024-06-12 16:35:03.597372,80
360835,2528,571,1105,0,1636,2024-06-12 16:35:04.700621,100
360836,2234,628,2021,0,1824,2024-06-12 16:35:09.069224,100
360837,2697,629,260,0,1788,2024-06-12 16:35:18.387462,20
360838,2222,570,964,0,1720,2024-06-12 16:35:24.26377,80
360840,2697,630,2,0,0,2024-06-12 16:36:01.351475,0
352908,2542,571,953,0,1716,2024-06-06 11:24:50.580176,100
352911,1704,631,1551,2,1728,2024-06-06 11:25:49.116132,100
358271,1544,629,1975,0,0,2024-06-11 11:38:26.731977,0
360839,2336,564,1365,0,1744,2024-06-12 16:35:44.746471,0
362089,2196,563,584,0,1672,2024-06-12 20:43:49.307123,100
362090,2446,629,2718,0,1764,2024-06-12 20:43:53.929857,100
362091,2260,628,1938,0,1720,2024-06-12 20:44:01.00627,60
362094,2223,564,908,0,1672,2024-06-12 20:44:30.27934,0
362095,2235,568,1349,0,1636,2024-06-12 20:44:31.362463,0
362099,2606,574,1340,8,1904,2024-06-12 20:45:11.533265,0
352912,2189,564,1345,116,130860,2024-06-06 11:30:02.777693,80
352913,2215,572,1631,0,0,2024-06-06 11:30:46.575625,0
352914,2215,572,1649,0,0,2024-06-06 11:31:20.721899,0
352915,2215,572,1666,0,0,2024-06-06 11:31:52.146902,0
352916,2215,572,1636,2,1860,2024-06-06 11:32:51.661929,83
352917,2189,628,1674,0,1712,2024-06-06 11:36:14.015378,0
352919,2560,564,1579,0,1708,2024-06-06 11:38:22.367464,40
352920,2189,564,1504,2,1636,2024-06-06 11:38:46.159168,100
358272,2731,576,1891,0,0,2024-06-11 11:39:17.564908,0
352918,2560,564,1591,0,1636,2024-06-06 11:37:02.855929,40
352921,2756,571,947,8,1896,2024-06-06 11:40:46.115901,0
358273,1365,571,760,0,1720,2024-06-11 11:39:24.202174,100
358274,2411,570,1164,0,1768,2024-06-11 11:39:56.557592,0
360841,2697,630,260,0,1784,2024-06-12 16:36:14.744708,0
360842,2483,570,1831,0,1636,2024-06-12 16:36:18.753756,60
360843,2222,570,974,0,1728,2024-06-12 16:36:23.637461,80
360844,2508,628,3346,0,1792,2024-06-12 16:36:27.176944,100
352922,2756,571,879,0,1672,2024-06-06 11:42:31.931291,100
352923,2575,576,1983,0,1704,2024-06-06 11:50:06.351151,60
352924,2575,576,1983,0,1788,2024-06-06 11:51:00.12984,100
352925,2716,628,2291,1,1680,2024-06-06 12:24:33.419048,0
352926,2716,628,2297,0,1732,2024-06-06 12:26:28.072756,100
352927,2406,577,1207,0,1716,2024-06-06 12:34:49.190683,80
352928,2727,630,3677,0,0,2024-06-06 12:45:13.165723,0
352929,2727,630,2424,0,1688,2024-06-06 12:46:13.510784,50
352930,2246,571,1126,0,0,2024-06-06 13:01:16.141485,0
352931,2246,571,1125,2,1784,2024-06-06 13:01:40.267592,100
352932,2550,570,1495,0,1712,2024-06-06 13:07:39.962243,100
352933,2246,577,757,0,1788,2024-06-06 13:09:16.292556,100
352934,2550,568,2952,4,5512,2024-06-06 13:11:40.27936,0
352935,2026,574,2005,1,1736,2024-06-06 13:27:25.129167,40
358275,1544,630,2385,0,1720,2024-06-11 11:40:25.235231,0
358277,2369,630,2219,0,1724,2024-06-11 11:40:38.625727,100
360845,2694,574,619,0,1732,2024-06-12 16:36:50.430748,100
360846,2222,570,974,0,1712,2024-06-12 16:37:08.34516,80
360847,2336,564,1368,0,1748,2024-06-12 16:37:14.224522,0
352936,2026,574,2132,0,1740,2024-06-06 13:31:14.585837,80
352937,2754,628,1329,1,1676,2024-06-06 13:34:07.754858,0
352938,2182,573,1092,2,1652,2024-06-06 13:59:03.419365,100
352946,2274,567,2129,0,1716,2024-06-06 14:31:22.134643,100
352947,2182,574,691,2,1736,2024-06-06 14:33:42.864409,100
358276,2731,576,2268,0,1636,2024-06-11 11:40:27.90624,100
352948,2246,569,1521,0,0,2024-06-06 14:38:36.31026,0
358278,1365,571,783,0,1792,2024-06-11 11:40:58.909693,100
358280,1544,630,2603,0,0,2024-06-11 11:42:05.977903,0
358281,1164,573,2114,0,1728,2024-06-11 11:43:44.192853,16
358282,1544,630,2973,0,0,2024-06-11 11:43:57.828456,0
358283,1164,573,1977,0,1720,2024-06-11 11:44:05.300467,50
360849,2222,570,976,0,1672,2024-06-12 16:37:53.258379,100
352949,2754,628,1426,0,1640,2024-06-06 14:40:22.585064,60
352950,2246,569,1529,0,0,2024-06-06 14:46:30.722583,0
352951,2594,564,1685,0,1708,2024-06-06 14:53:30.706324,100
352952,2754,628,1578,1,1712,2024-06-06 14:54:32.124061,60
352953,2176,566,1092,0,1720,2024-06-06 14:59:52.915724,0
352954,2240,574,1187,0,1716,2024-06-06 15:07:18.615959,100
358284,2731,576,1901,0,0,2024-06-11 11:44:20.418266,0
352955,2246,569,1849,0,0,2024-06-06 15:09:42.191392,0
358279,2731,576,1871,4,1860,2024-06-11 11:41:32.986373,20
358285,1544,630,2336,0,1732,2024-06-11 11:45:48.875815,0
360848,2071,570,1051,0,1680,2024-06-12 16:37:18.279576,80
352956,2240,569,2225,0,1712,2024-06-06 15:09:45.519108,100
358286,2390,566,2139,0,1636,2024-06-11 11:46:45.826262,0
358287,2731,576,1911,5,1860,2024-06-11 11:47:03.091878,20
358288,2731,576,1913,0,0,2024-06-11 11:47:15.309098,0
358289,2322,567,3431,0,1636,2024-06-11 11:48:13.796555,100
358290,1544,628,3014,0,1704,2024-06-11 11:48:36.202542,60
358291,2731,576,1914,0,0,2024-06-11 11:50:36.579354,0
358295,1544,629,2620,0,0,2024-06-11 11:52:33.965195,0
358294,2731,576,1912,6,1860,2024-06-11 11:52:33.935024,20
352957,2246,569,1866,0,0,2024-06-06 15:11:55.76865,0
352958,2240,567,3205,0,1696,2024-06-06 15:12:01.763816,100
352959,2246,569,1867,0,1716,2024-06-06 15:12:37.576448,80
352960,2246,569,1867,0,1720,2024-06-06 15:16:35.39384,80
352961,2182,570,972,0,1784,2024-06-06 15:17:46.07582,80
352962,2182,570,1213,0,1636,2024-06-06 15:20:41.920889,80
352963,2176,566,1240,0,1636,2024-06-06 15:21:43.955561,0
352964,2746,565,891,0,1708,2024-06-06 15:21:44.17908,100
358292,2731,576,1912,7,1864,2024-06-11 11:50:48.995229,20
358293,1544,628,2984,0,1792,2024-06-11 11:50:55.172127,60
358296,2731,576,1896,6,1860,2024-06-11 11:54:44.484356,20
360850,2071,570,1057,0,1676,2024-06-12 16:38:14.712888,100
362092,2725,567,1540,3,5488,2024-06-12 20:44:13.814364,0
352965,2182,570,1266,0,1636,2024-06-06 15:23:54.661618,60
352966,2246,569,1869,0,1824,2024-06-06 15:24:40.392394,80
352967,2727,630,2387,0,1840,2024-06-06 15:26:49.377403,100
352968,2529,567,1318,0,0,2024-06-06 15:28:39.883342,0
352970,2529,567,1318,0,0,2024-06-06 15:29:04.611413,0
352971,2529,573,808,0,0,2024-06-06 15:29:24.253733,0
352969,2747,574,734,0,1712,2024-06-06 15:28:44.410191,100
352972,2278,565,847,0,1636,2024-06-06 15:30:19.848784,100
358297,2731,576,1898,0,0,2024-06-11 11:54:56.479461,0
360851,2412,575,1276,1,1720,2024-06-12 16:38:32.804312,0
362093,2784,567,1967,0,1708,2024-06-12 20:44:21.814914,0
362096,2531,570,1062,0,1828,2024-06-12 20:44:49.229765,60
362097,2699,566,1761,1195,1636,2024-06-12 20:44:56.01343,0
362098,2669,573,1401,0,1748,2024-06-12 20:44:59.062044,16
362104,1560,628,1463,0,1632,2024-06-12 20:45:40.251009,20
352973,2632,628,2036,0,1788,2024-06-06 15:41:04.778958,20
352974,2747,571,803,0,1720,2024-06-06 15:43:28.306958,100
352975,2522,573,1032,0,1636,2024-06-06 15:49:40.597901,100
352976,2698,569,984,3,1892,2024-06-06 15:49:49.757129,0
360854,2378,629,1512,0,1636,2024-06-12 16:38:52.900856,100
352977,2698,569,984,2,1892,2024-06-06 15:50:42.53124,0
358298,1544,629,1676,63,7320,2024-06-11 11:55:26.646873,0
360852,2335,573,2462,0,1776,2024-06-12 16:38:45.108216,50
360853,2483,570,1886,0,1636,2024-06-12 16:38:50.559176,20
360855,2476,628,1646,0,1632,2024-06-12 16:39:01.552471,0
360857,2503,564,1386,0,1800,2024-06-12 16:39:09.703205,100
360858,2470,569,1031,0,1692,2024-06-12 16:39:14.854037,80
352978,1542,569,1909,0,1772,2024-06-06 15:53:49.959318,20
352979,1542,569,1909,0,1680,2024-06-06 15:54:05.502829,100
352980,2698,569,990,0,1828,2024-06-06 15:54:14.265108,40
352981,2246,569,1891,0,1760,2024-06-06 15:55:42.41195,80
352982,2246,569,1891,0,1792,2024-06-06 15:56:54.315339,100
352983,1542,569,1944,0,1796,2024-06-06 15:59:08.264333,100
358300,2731,576,1897,0,1784,2024-06-11 11:59:33.13181,100
358301,2731,576,1899,0,1636,2024-06-11 12:00:07.269876,100
352984,2698,569,1013,0,1636,2024-06-06 15:59:56.452942,100
358299,2345,564,1092,1,1632,2024-06-11 11:59:06.826771,0
358302,2731,576,1900,7,1864,2024-06-11 12:00:37.064978,20
358304,1716,567,2337,0,1760,2024-06-11 12:05:18.106513,0
358306,1716,574,2337,0,1772,2024-06-11 12:05:45.560081,0
352985,2725,630,1886,0,1752,2024-06-06 16:03:25.262738,66
352986,2187,574,753,0,1636,2024-06-06 16:08:54.451665,100
352987,2187,564,1480,0,1712,2024-06-06 16:11:46.277699,60
352988,2187,564,1481,0,1672,2024-06-06 16:12:03.722315,100
352989,2234,628,2051,0,1788,2024-06-06 16:14:53.448985,60
352990,2234,628,2051,0,1728,2024-06-06 16:16:24.761204,60
352991,2769,573,860,0,1736,2024-06-06 16:17:35.03052,100
352992,2307,574,753,2,1768,2024-06-06 16:18:26.655976,100
352993,2234,628,2081,0,1820,2024-06-06 16:21:46.675235,60
352994,2309,564,1911,0,1756,2024-06-06 16:22:40.318384,100
352995,2423,628,1985,0,1620,2024-06-06 16:23:52.969485,40
352996,2246,630,1502,0,1736,2024-06-06 16:24:56.489541,100
358303,2390,574,912,0,1636,2024-06-11 12:01:01.027981,100
358305,1716,573,2337,0,1656,2024-06-11 12:05:30.269181,16
360856,1741,628,2205,0,0,2024-06-12 16:39:08.284668,0
360859,2297,630,1444,0,1732,2024-06-12 16:39:36.299268,66
360860,2412,575,1257,0,1628,2024-06-12 16:40:18.180911,0
352997,2234,628,2166,0,1716,2024-06-06 16:25:39.157309,100
352998,2698,577,589,8,1888,2024-06-06 16:27:49.918075,0
352999,2698,577,682,0,1624,2024-06-06 16:30:51.662434,100
353000,2182,566,1769,0,1668,2024-06-06 16:30:59.985574,100
353001,2339,566,1138,0,1676,2024-06-06 16:33:31.192568,100
353002,2529,567,2009,0,1636,2024-06-06 16:33:54.033116,100
353003,2734,569,2027,0,1824,2024-06-06 16:34:00.155458,80
353004,2529,573,2009,0,1728,2024-06-06 16:34:15.653656,0
353005,2355,564,1557,0,1636,2024-06-06 16:34:40.787129,40
360861,2336,564,1394,0,1708,2024-06-12 16:40:43.581716,100
353006,2529,577,681,0,1676,2024-06-06 16:34:50.891378,100
353007,2529,573,1505,0,1716,2024-06-06 16:35:19.205701,100
358307,1716,569,2337,0,1636,2024-06-11 12:05:59.404221,100
360862,2171,569,1131,0,1632,2024-06-12 16:40:53.354342,60
360863,2503,564,1296,0,1636,2024-06-12 16:41:31.830037,100
360864,2364,562,751,0,1692,2024-06-12 16:41:42.116901,16
360865,2483,570,1880,0,1716,2024-06-12 16:42:20.384351,20
360868,2483,570,1832,0,1636,2024-06-12 16:42:54.678069,60
353008,2529,574,944,0,1636,2024-06-06 16:35:45.99857,100
353009,2529,571,774,0,1672,2024-06-06 16:37:01.97675,20
353010,2529,571,774,0,1728,2024-06-06 16:37:28.755306,20
353011,2309,567,2972,0,1692,2024-06-06 16:37:38.004563,0
353012,2529,569,1201,0,1828,2024-06-06 16:37:56.442049,40
353013,2594,566,1855,0,1668,2024-06-06 16:39:01.344398,100
353014,2750,567,2268,0,0,2024-06-06 16:39:08.883534,0
358308,1716,564,1012,0,1636,2024-06-11 12:06:43.418751,0
353015,2529,569,1289,0,1768,2024-06-06 16:39:42.945413,100
358309,1716,574,1012,0,1632,2024-06-11 12:06:55.595187,0
358310,1716,567,1012,0,1820,2024-06-11 12:07:04.096522,0
360866,2297,630,1442,0,1692,2024-06-12 16:42:38.576201,100
353016,2750,567,2269,1292,1632,2024-06-06 16:39:59.711621,0
353017,2734,569,1931,0,1636,2024-06-06 16:40:35.687963,100
353018,2629,566,2596,0,0,2024-06-06 16:40:58.297705,0
353019,2399,576,2636,0,0,2024-06-06 16:41:01.495033,0
353020,2309,567,2980,0,1716,2024-06-06 16:41:08.406401,0
353021,2529,571,977,0,1636,2024-06-06 16:41:14.632225,100
358311,1716,574,2071,0,1780,2024-06-11 12:07:37.180986,0
358312,2195,569,1537,0,1704,2024-06-11 12:08:18.303027,100
358313,1544,569,2337,0,1716,2024-06-11 12:08:22.698724,100
358314,1716,573,1094,0,1728,2024-06-11 12:08:48.372417,33
360867,2617,562,909,3,1776,2024-06-12 16:42:48.582571,0
362100,2712,576,1777,0,0,2024-06-12 20:45:15.319533,0
353022,2734,569,2027,0,1672,2024-06-06 16:42:01.635318,80
353023,2359,564,1370,0,1696,2024-06-06 16:42:20.564753,100
353024,2309,567,2572,0,1636,2024-06-06 16:42:25.326945,0
353025,2529,563,1203,0,1740,2024-06-06 16:42:37.867769,100
353026,2725,630,1684,0,1788,2024-06-06 16:43:19.47876,33
353027,2529,562,921,0,1844,2024-06-06 16:43:20.662776,100
353028,2750,567,2269,1305,1744,2024-06-06 16:43:36.384482,0
358319,1544,571,1012,0,1672,2024-06-11 12:09:45.27501,100
353029,2529,564,1354,4,1636,2024-06-06 16:43:49.908335,0
358315,1716,574,1094,0,1704,2024-06-11 12:08:59.234309,0
358316,1544,567,1012,0,1704,2024-06-11 12:09:10.632725,0
358317,1544,573,1012,0,1724,2024-06-11 12:09:21.380919,0
358318,1544,574,1012,0,1820,2024-06-11 12:09:33.715131,0
358320,1544,567,1007,0,1764,2024-06-11 12:10:03.033982,0
358321,1544,573,1007,0,1696,2024-06-11 12:10:20.053043,100
360869,2532,630,2654,0,1772,2024-06-12 16:43:33.10276,100
353030,2529,564,1354,0,1772,2024-06-06 16:44:09.755473,0
353031,2399,576,2711,0,1712,2024-06-06 16:44:15.758263,100
353032,2742,629,1279,0,1668,2024-06-06 16:44:48.510172,100
353033,2529,564,671,0,1792,2024-06-06 16:45:32.393115,20
353034,2529,564,671,0,1756,2024-06-06 16:46:20.610716,20
353035,2529,564,1336,0,1632,2024-06-06 16:47:31.407117,100
353036,2750,567,2381,1365,1636,2024-06-06 16:48:05.215803,0
353037,2304,574,1383,0,1676,2024-06-06 16:48:31.213495,100
353038,2629,566,2868,1066,1744,2024-06-06 16:48:42.643598,0
353039,2309,567,2453,0,1784,2024-06-06 16:49:17.646988,0
353040,2215,572,1625,2,1860,2024-06-06 16:50:40.883674,83
353041,2467,577,1403,0,0,2024-06-06 16:50:42.820216,0
353042,2176,572,1540,0,1812,2024-06-06 16:51:15.538847,83
353043,2309,571,1008,0,1636,2024-06-06 16:52:19.243874,0
353044,2355,564,1935,0,1732,2024-06-06 16:53:01.218299,100
353045,2309,571,994,0,1716,2024-06-06 16:53:35.267923,100
353046,2750,567,2394,0,1708,2024-06-06 16:54:00.469072,0
353047,2467,563,1630,0,1636,2024-06-06 16:54:31.644396,100
358322,1544,574,1007,0,1632,2024-06-11 12:11:10.395229,0
360870,2542,563,1195,2,1796,2024-06-12 16:43:41.762978,80
353048,2639,574,914,0,0,2024-06-06 16:54:35.333474,0
358323,1544,567,2071,0,1720,2024-06-11 12:11:28.317687,100
358324,1544,574,1094,0,1636,2024-06-11 12:11:40.501201,0
358325,1544,564,1094,0,1720,2024-06-11 12:11:55.645734,0
358326,1716,567,2665,0,0,2024-06-11 12:12:15.175209,0
358327,1716,567,2665,0,0,2024-06-11 12:12:19.404965,0
358328,2195,569,1527,0,1704,2024-06-11 12:13:18.334911,100
360871,2364,562,779,0,1752,2024-06-12 16:43:52.08078,100
353049,2467,562,1384,0,1800,2024-06-06 16:56:46.089873,100
353050,2467,565,1520,0,0,2024-06-06 16:58:16.05528,0
353051,2176,572,1657,0,1808,2024-06-06 16:59:33.948172,100
353052,2725,630,1698,0,1692,2024-06-06 17:00:38.616175,100
353053,2309,569,1681,0,0,2024-06-06 17:00:39.665878,0
358329,1544,574,1094,0,1756,2024-06-11 12:13:21.476415,0
360872,2483,570,1851,0,1788,2024-06-12 16:44:05.900963,80
362101,2235,568,1347,4,1636,2024-06-12 20:45:16.257685,0
362102,2205,630,1335,0,1808,2024-06-12 20:45:20.496045,100
362103,2699,566,1764,1154,1656,2024-06-12 20:45:39.893084,0
362105,2492,575,1281,0,0,2024-06-12 20:45:51.583696,0
353054,2750,567,2407,0,1720,2024-06-06 17:02:19.969576,100
358330,2363,577,1198,0,1620,2024-06-11 12:14:51.198197,100
358331,1544,574,1601,0,1712,2024-06-11 12:15:19.86132,100
358332,2285,564,1220,0,1824,2024-06-11 12:15:42.478602,40
358333,1544,564,2468,0,1720,2024-06-11 12:18:09.829686,0
358334,2285,564,1276,1798,1696,2024-06-11 12:19:06.874271,0
358335,2186,567,1601,0,1704,2024-06-11 12:19:39.349342,100
360873,2362,629,992,0,1712,2024-06-12 16:44:11.399459,100
353055,2756,567,1735,1672,1688,2024-06-06 17:04:19.564095,0
353056,2467,565,1755,0,0,2024-06-06 17:04:30.754899,0
353057,2324,628,2382,0,1672,2024-06-06 17:06:20.465086,20
353058,2756,567,1745,1762,1780,2024-06-06 17:06:27.150367,0
358336,1716,567,2071,0,1768,2024-06-11 12:20:12.152823,100
360874,2171,569,1176,0,1708,2024-06-12 16:44:19.060693,40
353059,2467,577,1332,0,0,2024-06-06 17:07:30.182132,0
358337,1716,573,1094,3,1696,2024-06-11 12:20:32.715331,33
358338,1716,574,1094,0,1704,2024-06-11 12:20:45.419147,0
358339,1716,574,1130,0,0,2024-06-11 12:21:12.306216,0
358340,1716,573,898,0,0,2024-06-11 12:23:26.821195,0
360875,2470,569,1029,0,1712,2024-06-12 16:44:46.425843,100
353060,2324,628,2380,0,1784,2024-06-06 17:11:01.718482,60
353061,2756,567,1562,1715,1720,2024-06-06 17:14:27.718246,0
353062,2452,629,1771,0,1636,2024-06-06 17:15:03.705084,0
353063,2324,628,2396,0,1788,2024-06-06 17:15:17.656923,100
353064,2324,628,2396,1,1632,2024-06-06 17:15:33.712492,100
353065,2756,567,1618,0,1820,2024-06-06 17:17:07.793442,60
353066,2188,568,1888,0,1728,2024-06-06 17:17:33.536614,100
353067,2307,564,1155,0,1668,2024-06-06 17:17:52.53453,20
358341,1716,574,1130,0,0,2024-06-11 12:24:15.277405,0
360876,1963,629,1376,5,5496,2024-06-12 16:44:50.09871,0
362106,2743,571,680,0,1720,2024-06-12 20:46:04.566185,100
362107,2606,574,1332,0,1640,2024-06-12 20:46:09.873077,100
362641,1164,567,2343,0,1820,2024-06-12 21:51:46.789309,0
353068,2750,577,556,0,1764,2024-06-06 17:18:42.94733,0
353069,2629,566,2268,3,1792,2024-06-06 17:18:56.190339,0
353070,2307,564,1143,0,1788,2024-06-06 17:18:57.909731,60
353071,2750,577,565,0,1772,2024-06-06 17:19:29.500878,0
353072,2452,629,1804,0,1636,2024-06-06 17:20:07.684597,40
353073,2750,577,568,0,1680,2024-06-06 17:20:36.695122,100
353074,2756,567,1981,0,1760,2024-06-06 17:22:10.953759,0
353075,2452,629,1828,0,1772,2024-06-06 17:22:16.974441,100
358342,2282,569,1530,0,1784,2024-06-11 12:25:31.85152,0
358343,2282,571,1061,0,1760,2024-06-11 12:26:27.836341,100
358344,1716,574,1601,0,1636,2024-06-11 12:27:12.344969,100
358345,2282,574,1201,0,1792,2024-06-11 12:27:24.754475,100
358346,1716,573,1007,0,1784,2024-06-11 12:27:35.43811,100
358347,1544,564,1971,0,1712,2024-06-11 12:28:16.43764,40
358349,2282,577,966,0,1784,2024-06-11 12:29:10.139508,100
358350,2282,567,3180,0,0,2024-06-11 12:30:11.091054,0
353076,2756,567,1981,0,1792,2024-06-06 17:22:48.963697,0
353077,2698,565,554,0,1792,2024-06-06 17:23:45.849066,40
353078,2756,567,1636,0,1756,2024-06-06 17:24:03.07888,60
353079,2598,567,2214,0,0,2024-06-06 17:25:12.020511,0
353080,2439,628,1746,0,0,2024-06-06 17:25:21.9581,0
353081,2698,565,733,0,1728,2024-06-06 17:25:23.776686,40
353082,2439,628,1755,0,1792,2024-06-06 17:26:01.695651,60
353083,2698,565,686,0,1668,2024-06-06 17:27:59.150014,80
358348,2282,573,1529,0,1728,2024-06-11 12:28:19.904975,50
358351,2285,564,1273,0,1636,2024-06-11 12:32:03.763441,40
360877,2275,567,2019,0,1760,2024-06-12 16:45:16.526813,100
362108,2635,564,1569,0,1632,2024-06-12 20:46:16.053909,100
362110,2191,566,1128,0,1632,2024-06-12 20:46:25.854949,40
362111,1560,628,1461,0,1696,2024-06-12 20:46:34.037691,20
362112,2492,575,1282,0,0,2024-06-12 20:46:46.561952,0
362113,2531,570,1126,0,1828,2024-06-12 20:46:47.213496,60
353084,2439,628,1768,0,1704,2024-06-06 17:28:32.724589,60
353085,1441,628,4161,0,0,2024-06-06 17:29:05.872136,0
353086,2558,628,4,0,0,2024-06-06 17:29:13.55197,0
353087,2598,567,2053,0,0,2024-06-06 17:29:23.326777,0
353088,2558,628,2016,0,1728,2024-06-06 17:30:29.511806,0
353089,2558,628,4140,0,1768,2024-06-06 17:31:23.044044,60
353090,2598,567,3182,0,0,2024-06-06 17:32:08.995283,0
353091,2698,565,910,0,1716,2024-06-06 17:33:10.14023,80
353094,2480,569,1261,0,1628,2024-06-06 17:33:37.164638,0
353095,2558,628,4146,0,1676,2024-06-06 17:33:54.175342,60
353092,2558,628,4148,0,1768,2024-06-06 17:33:16.021334,60
353093,2598,567,2811,0,0,2024-06-06 17:33:18.143876,0
353096,2598,574,2201,0,0,2024-06-06 17:34:49.725921,0
358352,2285,564,1296,0,1712,2024-06-11 12:33:01.916775,40
358353,2307,564,1181,0,1716,2024-06-11 12:33:41.529097,60
360878,2402,565,1562,0,1768,2024-06-12 16:45:23.546525,80
360879,2171,569,1168,0,1812,2024-06-12 16:45:41.235798,60
353097,2756,567,2421,0,1764,2024-06-06 17:34:50.017554,100
358354,2344,571,918,0,1712,2024-06-11 12:37:47.335511,100
358355,2566,628,2299,0,1632,2024-06-11 12:43:24.145241,100
358356,2411,570,1134,0,1636,2024-06-11 12:46:22.913983,80
358357,2186,569,1241,0,1732,2024-06-11 12:48:55.423743,100
358358,2307,564,1400,0,1720,2024-06-11 12:51:46.984371,100
358359,2411,570,1314,4,1728,2024-06-11 12:52:21.722551,100
358360,2344,574,880,0,1764,2024-06-11 13:06:52.44405,0
358361,2402,571,760,0,1716,2024-06-11 13:11:26.849357,20
358362,2344,574,878,0,1756,2024-06-11 13:11:42.109901,100
358363,2344,574,862,0,1708,2024-06-11 13:13:38.303934,0
353098,2698,565,1085,0,1636,2024-06-06 17:35:08.420742,100
353099,2558,628,4096,0,1668,2024-06-06 17:35:38.099563,60
353100,2622,574,2316,0,0,2024-06-06 17:36:24.961036,0
353101,2448,566,1478,0,1788,2024-06-06 17:36:30.837931,80
353102,2529,565,979,0,1716,2024-06-06 17:36:47.078055,100
353103,2480,569,1314,0,1660,2024-06-06 17:36:59.374033,40
360880,2221,577,562,0,1640,2024-06-12 16:46:36.932652,100
353104,1441,628,3498,0,1824,2024-06-06 17:38:37.712612,0
358364,2344,574,899,0,1664,2024-06-11 13:15:42.644871,0
360881,2617,562,932,0,1724,2024-06-12 16:46:44.215739,100
360882,2171,569,1195,0,1708,2024-06-12 16:47:01.583559,80
360883,2335,573,2510,0,1808,2024-06-12 16:47:35.098601,100
360884,2476,628,2111,0,1820,2024-06-12 16:47:43.434278,80
360885,2240,568,1115,0,1672,2024-06-12 16:48:52.96934,100
353105,2558,628,4076,0,1636,2024-06-06 17:39:10.8158,100
353106,2480,569,1341,0,1676,2024-06-06 17:39:15.799783,60
358365,2344,574,897,0,1676,2024-06-11 13:16:50.177888,0
358366,2344,574,895,0,1660,2024-06-11 13:18:09.560939,100
358370,1285,628,1434,0,1636,2024-06-11 13:24:13.491229,0
358371,2694,571,890,0,1728,2024-06-11 13:24:27.137451,100
358372,2715,569,1610,0,1736,2024-06-11 13:30:42.605577,100
358373,2649,567,3292,0,0,2024-06-11 13:35:37.71953,0
358374,2584,630,1678,0,1772,2024-06-11 13:36:23.187517,100
353107,2558,628,4075,0,1720,2024-06-06 17:39:25.997723,100
353108,2558,628,4096,0,1636,2024-06-06 17:40:04.179921,60
353109,2558,628,4075,0,1760,2024-06-06 17:40:19.16678,60
353110,2558,628,4076,0,1716,2024-06-06 17:40:30.342069,100
353111,1441,628,3498,0,1668,2024-06-06 17:40:42.83373,0
358367,2584,629,1328,0,1708,2024-06-11 13:19:31.63182,100
360886,2441,566,2370,0,1632,2024-06-12 16:49:13.185848,100
353112,2355,567,2144,0,1632,2024-06-06 17:41:22.628898,0
358368,1285,628,187,0,0,2024-06-11 13:21:26.133537,0
358369,1285,628,1447,0,1680,2024-06-11 13:21:40.26575,0
358375,2759,628,1832,1,1668,2024-06-11 13:37:04.425912,0
360887,2542,563,1436,0,1820,2024-06-12 16:49:20.679161,100
