sid,uid,pid,code_size,run_time,run_memory,when,score
346150,2003,631,1312,1,1776,2024-05-29 01:03:32.093711,100
346151,2331,569,1374,6,1968,2024-05-29 01:06:06.607842,0
346152,2331,569,1361,8,1968,2024-05-29 01:07:27.341475,0
355906,2746,568,1880,0,1780,2024-06-09 11:50:36.006932,0
346153,2331,569,1347,8,1964,2024-05-29 01:08:14.868511,0
355907,1515,631,3310,1,1732,2024-06-09 11:52:03.144975,100
355908,2202,568,1723,0,1708,2024-06-09 11:53:21.23673,0
355909,2876,629,1220,0,1724,2024-06-09 11:56:53.086034,80
361481,2320,573,925,0,1716,2024-06-12 19:04:46.446042,100
362354,2515,564,1207,0,1708,2024-06-12 21:14:39.728844,100
346154,2259,572,1940,0,1680,2024-05-29 01:13:36.391456,100
346155,2331,569,1352,1,1964,2024-05-29 01:48:20.917587,20
346156,1434,631,4765,1,1832,2024-05-29 01:53:18.718368,100
346158,2331,569,1380,2,1968,2024-05-29 02:02:21.276424,20
355910,2876,629,1256,0,1720,2024-06-09 11:57:25.341911,80
355911,1915,631,954,1,1892,2024-06-09 11:57:33.796423,100
355912,2876,629,1315,0,1768,2024-06-09 11:58:30.540851,60
355913,2747,568,1871,0,1708,2024-06-09 11:58:59.715338,100
355914,2876,629,1367,0,1672,2024-06-09 11:59:10.467084,60
355915,2876,629,1384,1,1696,2024-06-09 12:00:57.608747,20
346160,1540,631,1754,0,1740,2024-05-29 03:04:15.609157,100
346161,1597,631,1151,1,1724,2024-05-29 08:21:01.809811,100
346162,1597,631,1151,0,1908,2024-05-29 08:21:54.381988,100
346163,1548,631,791,2,1888,2024-05-29 09:06:44.222339,0
346164,2533,563,680,0,1768,2024-05-29 10:03:29.232623,100
355916,2876,629,1357,0,1828,2024-06-09 12:01:50.720619,100
359647,1158,633,1942,0,1864,2024-06-11 22:38:08.948186,46
359648,2325,630,1549,0,1684,2024-06-11 22:38:53.236607,66
359649,2258,628,1028,0,0,2024-06-11 22:38:57.862692,0
346165,1550,631,1472,0,1872,2024-05-29 10:30:47.75961,100
346166,2377,569,1101,0,1788,2024-05-29 11:27:22.524144,0
346167,1820,631,3394,2,1820,2024-05-29 11:54:15.996009,100
346168,2085,631,1412,1,1776,2024-05-29 11:59:08.55712,61
346169,2085,631,1470,0,1816,2024-05-29 12:00:28.31929,61
355919,2747,568,1172,0,1708,2024-06-09 12:05:14.787793,100
346170,1559,631,2342,3,1780,2024-05-29 12:04:05.315019,100
355917,2746,568,1872,0,1768,2024-06-09 12:02:59.887847,100
355918,1670,631,1049,0,1820,2024-06-09 12:04:01.322476,100
355920,2337,567,2110,0,1828,2024-06-09 12:06:28.310413,0
359650,2258,628,1762,0,1636,2024-06-11 22:39:30.079397,20
359651,2686,574,1784,0,1824,2024-06-11 22:39:33.475863,40
359654,2390,569,1555,0,1716,2024-06-11 22:39:41.798,100
346171,2085,631,1552,1,1796,2024-05-29 12:07:34.206273,61
346172,1702,631,2139,1,1832,2024-05-29 12:08:47.557669,69
346173,2377,573,847,0,1652,2024-05-29 12:09:46.631269,33
346174,1820,631,2535,1,1820,2024-05-29 12:10:43.202588,100
346175,2085,631,1552,1,1816,2024-05-29 12:10:44.816352,61
346176,1702,631,2139,1,1896,2024-05-29 12:14:09.080296,69
355921,2746,570,1212,4,1636,2024-06-09 12:06:49.906003,100
346177,2085,631,787,0,1856,2024-05-29 12:15:13.503746,0
355922,2337,567,3684,0,1624,2024-06-09 12:07:26.187329,0
355923,2363,569,2149,0,1792,2024-06-09 12:14:45.326279,0
355924,1915,570,1609,0,0,2024-06-09 12:16:09.485764,0
355925,1338,633,3854,7,1900,2024-06-09 12:17:30.333062,69
361482,2710,575,1213,0,1712,2024-06-12 19:04:47.573697,40
346178,1702,631,1868,2,1772,2024-05-29 12:21:07.292619,69
346179,1702,631,1595,1,1836,2024-05-29 12:22:15.88253,69
346180,1632,631,1121,0,1812,2024-05-29 12:28:31.94887,0
346181,1690,631,1102,1,1808,2024-05-29 12:30:32.291251,100
346183,2377,571,847,0,1636,2024-05-29 12:32:40.437958,100
346184,1702,631,1849,2,1892,2024-05-29 12:33:02.623904,100
346186,1690,631,1102,2,1860,2024-05-29 12:35:28.800222,100
346182,1632,631,1320,2,1832,2024-05-29 12:30:34.53451,100
346185,1546,631,1069,2,1948,2024-05-29 12:35:28.479807,53
355926,1915,570,1863,0,1676,2024-06-09 12:18:18.060041,40
359652,1158,633,2004,0,1820,2024-06-11 22:39:33.941567,53
359655,2568,628,1805,0,1632,2024-06-11 22:39:48.200993,100
346187,1466,631,2166,4,2168,2024-05-29 12:36:25.182205,100
346188,2194,563,984,0,1788,2024-05-29 12:47:32.383063,20
346189,1184,631,1531,1,1728,2024-05-29 13:17:35.417955,100
346190,2863,577,1729,0,0,2024-05-29 13:20:54.294891,0
346191,1184,631,1527,0,0,2024-05-29 13:22:10.533507,0
346192,1184,631,1545,1,1832,2024-05-29 13:22:50.516647,100
346193,2068,567,3447,0,1668,2024-05-29 13:33:52.164115,100
355927,1338,633,3854,8,1900,2024-06-09 12:19:08.686522,69
355928,1915,570,1844,0,1728,2024-06-09 12:19:36.920111,40
355929,2202,568,1925,0,1756,2024-06-09 12:20:27.359882,100
355930,1915,570,1690,0,1788,2024-06-09 12:21:33.262846,40
346194,1403,631,2158,2,1924,2024-05-29 13:35:54.479844,100
346195,1798,631,4354,0,1888,2024-05-29 13:40:19.830901,100
346196,2199,574,1018,0,1768,2024-05-29 13:49:59.379331,100
346197,1424,567,3749,0,1768,2024-05-29 14:40:50.592754,100
346198,2727,566,1943,0,1760,2024-05-29 14:49:28.766022,20
346199,2448,573,1191,0,1636,2024-05-29 14:55:37.952719,100
346200,2701,577,592,0,1712,2024-05-29 14:59:16.673191,100
346201,1537,567,2365,0,1716,2024-05-29 15:07:58.579877,100
361483,1377,628,1551,0,1676,2024-06-12 19:05:01.084325,60
346202,1185,572,1997,0,1728,2024-05-29 15:08:47.567688,16
355931,1338,633,3924,0,1796,2024-06-09 12:21:34.704473,100
359653,2325,630,1547,0,1712,2024-06-11 22:39:36.023355,16
346203,1185,572,2599,0,1844,2024-05-29 15:13:25.841954,100
346204,2727,566,1961,0,1768,2024-05-29 15:13:30.725935,100
346205,1185,572,3168,0,1724,2024-05-29 15:15:40.849783,100
346206,1185,566,2043,0,1728,2024-05-29 15:17:14.002726,100
346207,1185,576,2350,0,1784,2024-05-29 15:18:33.993604,100
346208,1185,568,2042,0,1732,2024-05-29 15:20:05.725918,20
346209,1185,568,2042,0,1716,2024-05-29 15:21:35.396459,100
346210,2448,574,1057,0,1820,2024-05-29 15:22:22.257659,100
346211,1185,570,1673,0,1756,2024-05-29 15:23:11.179996,100
346212,1185,575,1499,0,1728,2024-05-29 15:24:36.388634,100
346213,2701,568,1383,0,1756,2024-05-29 15:27:38.475718,100
346214,2448,577,1337,0,0,2024-05-29 15:45:03.276373,0
359656,2719,629,957,0,1672,2024-06-11 22:39:49.110417,0
361484,2606,628,2584,0,1644,2024-06-12 19:05:11.178237,0
361485,2232,562,559,0,0,2024-06-12 19:05:12.419313,0
361493,2442,628,1898,1,1728,2024-06-12 19:06:09.895087,0
346215,2682,567,2080,0,1784,2024-05-29 15:45:25.066317,100
346216,1185,572,1541,0,1808,2024-05-29 15:46:09.312212,16
346217,1185,572,1542,0,1708,2024-05-29 15:46:34.226448,16
346218,1185,572,1521,0,1672,2024-05-29 15:47:38.356412,16
346219,2448,577,1208,0,1768,2024-05-29 15:48:25.253579,100
346220,2715,567,2712,0,1728,2024-05-29 15:58:55.307643,100
346221,2260,571,913,0,1788,2024-05-29 15:59:14.414609,100
346222,2731,567,2284,0,1636,2024-05-29 16:10:32.389421,100
346223,2715,573,1318,0,1732,2024-05-29 16:13:36.920604,50
346224,2731,567,2288,0,1636,2024-05-29 16:15:15.384026,80
355933,2380,573,859,0,0,2024-06-09 12:26:10.344661,0
355934,2380,573,863,0,1696,2024-06-09 12:27:28.649691,100
355935,1915,570,1780,0,1636,2024-06-09 12:28:05.584714,40
355936,2254,564,1094,0,1756,2024-06-09 12:30:38.726324,40
355938,2589,577,514,0,1788,2024-06-09 12:31:37.667421,20
359657,2600,570,1321,0,0,2024-06-11 22:40:18.02013,0
346225,2337,564,1643,0,1636,2024-05-29 16:17:07.604472,40
346226,2682,564,1040,0,1704,2024-05-29 16:17:44.566652,100
346227,2337,564,2364,0,1632,2024-05-29 16:19:17.064116,100
346228,2184,574,2319,0,0,2024-05-29 16:19:31.648389,0
346229,2623,566,1747,0,1720,2024-05-29 16:19:38.512507,100
346230,2184,574,2319,0,0,2024-05-29 16:20:02.746107,0
346231,2184,574,2319,0,0,2024-05-29 16:20:13.702211,0
346232,2184,574,2318,0,0,2024-05-29 16:20:48.533145,0
346234,2276,573,1113,0,0,2024-05-29 16:21:20.86443,0
346235,2337,565,2123,0,1788,2024-05-29 16:22:08.982887,0
346236,2184,574,2301,0,0,2024-05-29 16:22:30.179153,0
346237,2184,574,2302,0,0,2024-05-29 16:23:07.177492,0
346238,2276,573,1005,0,1644,2024-05-29 16:23:46.003823,100
346233,2337,565,2913,0,1716,2024-05-29 16:20:52.455984,0
346239,2337,565,888,0,1636,2024-05-29 16:24:42.454002,80
355937,2261,567,2675,0,1824,2024-06-09 12:30:42.198455,100
359658,2339,573,1009,6,1720,2024-06-11 22:40:41.430225,100
359659,2520,574,738,0,1764,2024-06-11 22:40:46.018258,0
359662,2452,572,2599,0,1780,2024-06-11 22:40:59.07099,50
346240,2184,574,2320,0,0,2024-05-29 16:24:44.779819,0
355940,2682,565,998,0,1716,2024-06-09 12:35:59.74189,60
355941,2254,564,1159,0,1792,2024-06-09 12:36:06.891096,40
355942,2443,630,1685,0,1812,2024-06-09 12:37:22.843661,66
355943,1915,570,1167,0,0,2024-06-09 12:37:51.232404,0
355944,1590,631,3160,3,1864,2024-06-09 12:37:57.306655,100
355946,2589,577,1374,0,1720,2024-06-09 12:38:57.737498,100
359660,2583,569,1942,3,1796,2024-06-11 22:40:48.272949,40
359663,2390,569,1552,0,1784,2024-06-11 22:41:13.556357,100
346241,2184,574,2341,0,0,2024-05-29 16:25:39.493976,0
346242,2337,565,1064,0,1792,2024-05-29 16:26:40.034531,100
346245,2581,574,1063,0,0,2024-05-29 16:38:18.363243,0
346246,2581,574,899,0,1720,2024-05-29 16:44:29.041107,20
355945,2589,577,1458,0,1672,2024-06-09 12:38:24.190193,100
362353,2631,573,1131,0,1788,2024-06-12 21:14:35.644765,33
346248,2404,564,1398,0,1824,2024-05-29 16:46:55.622494,100
355948,2682,565,1071,0,1732,2024-06-09 12:39:28.711287,100
346253,1185,569,1387,0,0,2024-05-29 16:52:52.943381,0
355949,2254,564,1159,0,1760,2024-06-09 12:39:59.699295,100
355950,2876,628,2408,0,1676,2024-06-09 12:41:36.897067,60
355951,1915,570,1579,0,1732,2024-06-09 12:43:10.036546,100
355954,2876,628,2531,0,1708,2024-06-09 12:47:32.991035,60
355955,2443,630,1685,0,1796,2024-06-09 12:48:56.198103,100
355957,1915,570,1252,0,1716,2024-06-09 12:50:57.029144,100
346254,1185,569,1388,0,1676,2024-05-29 16:53:09.729975,0
346255,1185,569,1395,0,1784,2024-05-29 16:53:43.204989,100
346256,2404,564,1398,0,1672,2024-05-29 16:55:08.031708,100
346257,2581,574,899,0,1716,2024-05-29 16:55:20.289688,40
346258,2404,564,1398,0,1632,2024-05-29 16:56:32.31568,100
346259,2581,574,778,0,1672,2024-05-29 16:57:57.023178,100
346260,2575,564,1374,0,1636,2024-05-29 16:59:36.460931,100
355958,2876,628,2137,0,1768,2024-06-09 12:51:35.243795,60
359661,2325,630,1549,0,1776,2024-06-11 22:40:54.924289,83
346261,2441,573,1005,0,1780,2024-05-29 17:00:23.40063,100
346262,2623,566,1718,0,1720,2024-05-29 17:04:51.727939,100
346263,2393,569,1185,0,1668,2024-05-29 17:06:42.702603,80
346264,2393,569,1191,0,1712,2024-05-29 17:09:05.862392,100
346265,2260,573,935,0,1732,2024-05-29 17:15:59.72802,100
346266,2293,564,1383,5988,3216,2024-05-29 17:16:51.406483,40
346268,2293,564,1431,0,1824,2024-05-29 17:21:07.072267,40
355953,2876,628,2408,0,1792,2024-06-09 12:44:55.416852,60
346267,2293,564,1396,5992,3212,2024-05-29 17:19:42.614547,40
346269,2293,564,1428,1,1720,2024-05-29 17:23:55.133889,40
355959,2876,628,2798,0,1820,2024-06-09 12:53:34.040469,60
359664,1158,633,2008,0,1776,2024-06-11 22:41:17.315321,100
359665,1976,569,2103,0,0,2024-06-11 22:41:26.822411,0
346270,2173,570,1259,0,1756,2024-05-29 17:24:30.145953,100
346271,2184,574,2345,0,1692,2024-05-29 17:30:16.85854,0
346273,2293,564,1464,0,1672,2024-05-29 17:37:23.728288,80
346274,2184,574,2380,0,1712,2024-05-29 17:39:14.317061,100
346275,2399,572,1953,0,1808,2024-05-29 17:43:16.612207,100
346276,2293,564,1470,0,1724,2024-05-29 17:46:42.1936,100
355960,2668,628,2077,0,1760,2024-06-09 12:54:28.799623,40
346272,2503,569,1197,0,1708,2024-05-29 17:30:24.37347,0
346277,2199,577,891,0,0,2024-05-29 17:56:01.056401,0
355961,2876,628,2862,0,1672,2024-06-09 12:55:45.453043,100
359666,2624,567,2476,0,1716,2024-06-11 22:41:42.092906,0
359667,2325,630,1550,0,1688,2024-06-11 22:41:50.351755,33
346278,2199,577,914,0,0,2024-05-29 17:56:44.682189,0
346279,2199,577,898,0,1760,2024-05-29 17:57:05.374473,100
346280,1439,631,1101,1,1724,2024-05-29 18:02:57.455044,100
346281,2264,569,2072,0,1768,2024-05-29 18:11:30.284023,100
346282,2555,572,2739,5,1792,2024-05-29 18:24:43.549484,100
346283,2449,569,1222,0,1788,2024-05-29 18:27:41.847509,0
346284,2267,567,3885,0,1676,2024-05-29 18:30:29.100409,100
346285,2085,631,1546,1,1824,2024-05-29 18:30:56.317505,100
346286,2244,630,77,0,0,2024-05-29 18:41:50.61318,0
355962,2668,628,2266,0,1716,2024-06-09 12:58:14.992495,100
346287,2676,628,615,0,1672,2024-05-29 18:42:24.210536,0
355963,2876,628,2605,0,0,2024-06-09 13:00:41.548855,0
359668,1976,569,2103,0,0,2024-06-11 22:42:04.968504,0
359670,2452,572,2599,0,1696,2024-06-11 22:42:09.521771,66
361486,2374,574,1422,0,0,2024-06-12 19:05:20.019755,0
361487,2710,575,1215,0,1652,2024-06-12 19:05:25.64991,40
361488,2626,566,2978,1,1704,2024-06-12 19:05:32.429061,0
346288,2244,630,98,0,1716,2024-05-29 18:42:40.187891,33
346289,2465,630,1900,0,1696,2024-05-29 18:43:42.609106,16
346290,2676,628,2947,0,1708,2024-05-29 18:44:08.948261,100
346291,2684,628,2386,0,1788,2024-05-29 18:46:40.837215,20
346292,2399,572,3267,0,1788,2024-05-29 18:47:00.666428,100
346293,2465,628,2293,0,1704,2024-05-29 18:47:53.482614,80
346294,2697,628,2813,0,1656,2024-05-29 18:47:56.398979,0
346295,2697,628,2813,0,1668,2024-05-29 18:48:03.075871,0
355964,2668,628,2386,3,1728,2024-06-09 13:00:48.425872,100
355965,2876,628,2683,0,1624,2024-06-09 13:01:34.970193,100
355966,2876,628,2660,0,1720,2024-06-09 13:09:29.413741,60
355967,2876,628,2690,0,1764,2024-06-09 13:09:53.291065,100
355968,2876,628,2697,0,1728,2024-06-09 13:10:23.221912,100
359671,2211,630,1531,0,1788,2024-06-11 22:42:36.897439,100
359672,2719,629,973,0,1704,2024-06-11 22:42:58.424639,80
346296,2449,628,2945,0,1784,2024-05-29 18:49:40.498089,20
346297,2764,629,512,0,1636,2024-05-29 18:50:48.842676,0
346298,2068,630,103,0,1728,2024-05-29 18:51:05.68057,33
346299,1424,628,2402,0,1784,2024-05-29 18:51:40.507757,100
346300,1424,630,1797,0,1800,2024-05-29 18:52:00.763086,100
346301,1424,629,2132,0,1824,2024-05-29 18:52:24.498001,100
346302,2564,628,84748,0,0,2024-05-29 18:55:05.160756,0
346303,2449,628,3157,0,1628,2024-05-29 18:58:16.646852,20
346304,2764,629,582,0,1732,2024-05-29 18:58:44.572839,0
346305,2449,630,1978,0,0,2024-05-29 19:00:24.321561,0
355969,1683,631,1319,3,1820,2024-06-09 13:10:36.45758,100
359669,2743,570,1188,0,1676,2024-06-11 22:42:07.635004,20
359673,2197,566,3013,0,1752,2024-06-11 22:43:03.683844,80
359674,2216,571,742,0,1720,2024-06-11 22:43:05.911655,100
359675,2510,568,1824,0,1792,2024-06-11 22:43:16.849377,100
361490,2232,562,547,0,1684,2024-06-12 19:05:34.58236,100
346306,2449,629,2491,0,1680,2024-05-29 19:01:13.789303,100
346307,2697,629,3283,0,0,2024-05-29 19:02:25.061597,0
346308,2768,628,834,0,0,2024-05-29 19:03:32.808324,0
346309,2697,629,3031,2,1692,2024-05-29 19:04:39.028488,0
346310,2664,628,1225,0,1720,2024-05-29 19:04:40.837794,20
346311,2766,629,987,0,1708,2024-05-29 19:04:53.258608,100
346312,2678,628,2289,0,1768,2024-05-29 19:06:23.30319,100
346313,2688,628,1000,0,0,2024-05-29 19:07:28.105707,0
346314,2244,629,263,0,1732,2024-05-29 19:08:01.98734,40
346315,2764,629,633,0,1728,2024-05-29 19:08:25.662558,0
346316,2693,629,1044,0,1636,2024-05-29 19:08:28.045142,100
355970,2254,628,1801,0,1636,2024-06-09 13:11:39.337413,60
355971,2876,628,2858,0,1720,2024-06-09 13:14:22.885469,60
355972,2254,628,1830,0,1636,2024-06-09 13:16:01.166356,40
355973,2254,628,1834,0,1720,2024-06-09 13:17:10.459591,80
355974,2254,628,2692,0,1636,2024-06-09 13:18:36.843321,100
355975,1630,631,1431,0,1824,2024-06-09 13:20:04.827508,100
355976,1491,633,2625,0,0,2024-06-09 13:23:20.95784,0
346317,2244,629,265,0,1636,2024-05-29 19:09:02.447724,40
346318,2681,628,2368,0,0,2024-05-29 19:09:12.77124,0
346319,2676,629,2242,0,1748,2024-05-29 19:09:17.711772,100
346320,2681,628,2341,0,0,2024-05-29 19:10:14.809062,0
346321,2681,628,2335,0,1720,2024-05-29 19:10:38.305926,100
346322,2671,567,3579,0,1632,2024-05-29 19:10:40.339857,0
346323,2764,629,590,0,1716,2024-05-29 19:10:51.751969,0
346324,2704,629,972,0,1848,2024-05-29 19:10:55.908006,100
346325,2679,628,1254,0,1708,2024-05-29 19:13:13.530747,20
346326,2671,567,3688,0,1708,2024-05-29 19:13:16.734048,0
346327,1537,566,993,0,1788,2024-05-29 19:14:07.571371,0
346328,2688,628,1030,0,0,2024-05-29 19:14:12.574851,0
355977,2698,572,1368,2,1740,2024-06-09 13:23:47.832065,100
359676,2719,629,984,0,1676,2024-06-11 22:43:47.182862,80
361489,2528,573,1087,0,1688,2024-06-12 19:05:33.636747,66
361491,2771,573,860,0,1732,2024-06-12 19:05:40.49945,100
346329,1537,566,993,0,1788,2024-05-29 19:14:21.417024,0
346330,2669,628,3081,0,1632,2024-05-29 19:14:25.399688,60
346331,2671,567,3688,0,1820,2024-05-29 19:15:12.385084,0
346332,2664,628,1653,0,1692,2024-05-29 19:15:30.637253,20
346333,2679,628,1325,0,1740,2024-05-29 19:15:38.223281,20
346334,2734,628,1378,0,1684,2024-05-29 19:16:11.706623,0
346335,2671,567,3678,0,1636,2024-05-29 19:16:41.199554,0
346336,2772,629,913,0,1636,2024-05-29 19:16:48.555452,100
346338,2688,628,1040,0,0,2024-05-29 19:16:57.042949,0
346337,2734,628,1378,0,1632,2024-05-29 19:16:52.3649,0
355978,2254,628,1771,0,1820,2024-06-09 13:29:10.437321,100
359677,2624,567,2269,0,0,2024-06-11 22:44:04.421577,0
361492,2544,569,1213,0,1680,2024-06-12 19:05:40.511635,80
362355,2738,563,1028,0,1708,2024-06-12 21:14:45.815691,0
362357,2631,573,1138,0,1728,2024-06-12 21:15:03.442172,33
346339,2225,567,2178,0,1668,2024-05-29 19:17:16.934577,100
346340,2666,628,1313,0,1760,2024-05-29 19:17:23.92365,40
346341,2679,628,1321,2,5288,2024-05-29 19:17:31.377446,0
346342,2671,567,2715,0,1668,2024-05-29 19:19:10.34639,0
346343,2679,628,1323,1,1744,2024-05-29 19:19:32.461618,40
346344,2725,629,1064,0,0,2024-05-29 19:19:42.649468,0
346345,1537,566,1038,0,1692,2024-05-29 19:19:48.382737,80
346346,2656,628,1367,7993,1632,2024-05-29 19:20:07.976642,20
355979,2397,564,1220,0,1704,2024-06-09 13:30:54.970671,100
346347,2681,630,1603,0,1776,2024-05-29 19:20:13.109996,16
346348,2688,628,1032,0,1664,2024-05-29 19:20:18.15255,0
346349,2654,628,1398,0,1720,2024-05-29 19:20:22.052773,60
355980,2748,562,789,2,1776,2024-06-09 13:35:45.934922,100
359678,2686,574,1790,0,1820,2024-06-11 22:44:05.880315,100
359679,2520,574,775,0,1720,2024-06-11 22:44:26.068425,100
359680,2452,572,2601,0,1800,2024-06-11 22:44:49.898984,100
359681,2719,629,996,3,1704,2024-06-11 22:45:16.531275,80
359682,2197,566,3083,0,1712,2024-06-11 22:45:20.571401,100
359683,2377,564,1266,2,1792,2024-06-11 22:45:40.604866,100
346350,2688,628,1032,1,1664,2024-05-29 19:20:44.008699,0
346351,2428,567,3164,0,1636,2024-05-29 19:20:51.398975,100
346352,2671,628,2322,0,1784,2024-05-29 19:20:54.861223,100
346353,2664,628,1673,0,1704,2024-05-29 19:21:03.711345,100
346354,2695,628,1872,0,1720,2024-05-29 19:21:09.535345,40
346355,2631,630,1758,0,1808,2024-05-29 19:22:03.219859,100
346356,2695,628,1893,3,5544,2024-05-29 19:22:56.837765,0
359684,2220,567,2291,0,1712,2024-06-11 22:45:41.789244,0
359685,2390,569,1520,0,1620,2024-06-11 22:45:56.832572,100
346357,2764,629,727,3,1736,2024-05-29 19:23:04.306925,0
355981,2783,573,1182,0,1780,2024-06-09 13:36:37.474882,100
359686,2510,568,1708,0,1756,2024-06-11 22:45:59.816469,0
359687,2773,574,1161,0,1764,2024-06-11 22:46:18.531754,100
359688,2325,630,1706,4,1668,2024-06-11 22:46:24.702339,16
361494,2190,573,1674,0,1724,2024-06-12 19:06:29.398943,66
362356,2738,564,1028,0,1712,2024-06-12 21:14:53.51111,100
346358,2695,628,1889,6,5488,2024-05-29 19:23:25.164114,0
346359,1537,566,1030,0,1636,2024-05-29 19:23:27.814909,80
346360,2673,628,1279,0,1720,2024-05-29 19:23:40.081705,20
346361,2695,628,1891,0,1700,2024-05-29 19:23:40.915403,40
346362,2654,628,1429,0,0,2024-05-29 19:24:01.619337,0
346363,2673,628,1268,0,1648,2024-05-29 19:24:04.059966,20
346364,2774,629,950,0,1672,2024-05-29 19:24:28.805228,100
346365,2654,628,1429,0,0,2024-05-29 19:24:33.310864,0
355982,1542,642,759,54,26212,2024-06-09 13:39:40.103979,0
346366,2764,629,741,0,1784,2024-05-29 19:25:05.679543,100
346367,2759,628,946,0,1660,2024-05-29 19:25:05.916174,0
355983,2361,575,1529,0,1676,2024-06-09 13:40:51.267794,100
359689,2220,567,2295,0,1704,2024-06-11 22:46:32.043607,0
359690,2377,628,1009,0,1632,2024-06-11 22:46:45.751147,0
359691,1158,633,1995,0,1736,2024-06-11 22:47:02.330207,100
361495,2491,629,2157,0,1672,2024-06-12 19:06:38.56033,0
362358,1976,628,2563,0,1712,2024-06-12 21:15:17.293414,100
362359,1789,628,2181,0,1824,2024-06-12 21:15:21.600344,100
346368,2723,628,1364,0,1824,2024-05-29 19:25:40.322778,60
346370,2666,628,1384,0,1672,2024-05-29 19:26:18.875,100
346369,2656,628,1411,7971,1632,2024-05-29 19:26:11.441151,20
346371,2654,628,1420,0,1716,2024-05-29 19:26:22.505607,60
346373,2726,629,1209,0,1760,2024-05-29 19:26:26.582038,0
346372,2685,628,1414,1988,1632,2024-05-29 19:26:24.313949,0
355984,2611,577,1104,0,1708,2024-06-09 13:41:18.081405,100
346374,2768,629,411,0,1712,2024-05-29 19:26:38.735886,100
355985,2361,570,1180,0,1716,2024-06-09 13:42:13.514787,100
359692,2377,566,1009,0,1768,2024-06-11 22:47:19.276432,100
359693,2325,630,1547,0,1840,2024-06-11 22:47:23.577276,66
359694,2377,628,1837,0,1636,2024-06-11 22:48:05.479744,100
359695,2220,567,2291,0,1708,2024-06-11 22:48:06.109771,100
361496,2674,576,1947,0,1636,2024-06-12 19:06:50.91208,0
346375,2759,628,961,0,1664,2024-05-29 19:27:30.453528,0
346376,2702,629,1054,0,1636,2024-05-29 19:27:57.332159,0
346377,2654,628,1473,4,1668,2024-05-29 19:28:15.622454,60
346378,2673,628,1268,0,1672,2024-05-29 19:28:34.479611,40
346379,2723,628,1419,0,1792,2024-05-29 19:28:38.24779,60
346380,1537,566,1168,0,1636,2024-05-29 19:28:39.707681,80
346381,2669,628,3121,0,1632,2024-05-29 19:28:43.176651,100
346382,2655,628,1154,0,1672,2024-05-29 19:29:04.852404,0
346383,2695,628,1920,0,1720,2024-05-29 19:29:18.359974,40
355986,2361,576,1470,0,1768,2024-06-09 13:44:12.785859,0
355987,2509,567,3017,0,1720,2024-06-09 13:44:44.9769,40
355989,992,631,2351,0,1844,2024-06-09 13:45:57.904027,100
359696,1741,628,2373,0,1636,2024-06-11 22:48:29.388197,40
359697,2325,630,1565,0,1648,2024-06-11 22:48:29.544617,100
346384,2667,628,1919,0,1728,2024-05-29 19:29:21.097242,100
346385,2655,628,1168,0,1776,2024-05-29 19:30:09.613602,0
346386,2655,628,1169,0,1632,2024-05-29 19:30:46.156843,0
346387,2710,628,1778,1,1664,2024-05-29 19:31:07.902168,0
346388,2680,628,1164,0,0,2024-05-29 19:31:10.295453,0
346389,1718,628,2709,0,1624,2024-05-29 19:31:19.309442,100
346390,2654,628,1483,0,1636,2024-05-29 19:31:31.382053,60
346391,2668,628,1373,0,1636,2024-05-29 19:31:46.256776,0
346392,2562,564,1617,0,1672,2024-05-29 19:31:49.741259,100
355988,1491,633,2080,0,1924,2024-06-09 13:45:05.81665,76
355990,2361,572,2893,0,1808,2024-06-09 13:46:08.455183,100
346393,2654,628,1491,0,1820,2024-05-29 19:32:45.648368,100
346394,2723,628,1405,0,1676,2024-05-29 19:32:47.476873,60
346395,2674,628,993,0,1676,2024-05-29 19:32:54.014468,0
346396,2726,629,1198,12,5536,2024-05-29 19:32:58.274696,0
346397,194,629,2435,0,1788,2024-05-29 19:32:59.210034,100
355991,2361,567,1178,0,0,2024-06-09 13:47:15.45662,0
355992,2634,563,1158,0,1636,2024-06-09 13:49:01.61659,100
355993,2347,628,2692,0,1824,2024-06-09 13:49:24.284414,100
355994,2509,567,3450,0,0,2024-06-09 13:49:33.299842,0
355995,2347,629,1502,0,1768,2024-06-09 13:49:44.323089,100
355996,2509,567,3450,0,0,2024-06-09 13:50:00.293379,0
355997,2347,630,2219,0,1720,2024-06-09 13:50:01.464731,100
355998,992,631,2677,4,1936,2024-06-09 13:52:41.109354,100
362360,2580,628,2187,0,1824,2024-06-12 21:15:31.548011,100
346398,2244,629,67,0,0,2024-05-29 19:33:15.957475,0
346399,2688,628,1309,0,1776,2024-05-29 19:33:17.260225,0
346402,2071,628,2007,0,1668,2024-05-29 19:33:46.312382,0
346403,2071,628,2028,1,1724,2024-05-29 19:34:05.470585,0
346404,2726,629,1198,0,1792,2024-05-29 19:34:46.455463,20
346405,2071,628,2003,0,1664,2024-05-29 19:35:05.047109,0
346400,2702,629,1082,0,1820,2024-05-29 19:33:20.133008,80
346401,2071,628,2028,0,1780,2024-05-29 19:33:35.195584,0
346406,2684,628,2189,0,1672,2024-05-29 19:35:22.947869,60
346407,2071,628,2003,5,5496,2024-05-29 19:35:30.359159,0
355999,1491,633,2162,6,1864,2024-06-09 13:52:51.297682,92
346408,2679,630,952,0,0,2024-05-29 19:35:54.15839,0
